title,description,price,image_urls,other_features
Velo course BH G6 PRO - BH - 21820,"BH G6 pro taille S/M pour personne mesurant environ 1m66. Cadre carbone dynamique bon vélo pour la compétition mais aussi très agréable pour des sorties longues distances. Le vélo est équipé d'un groupe Shimano di2 10v . Pédalier FSA K force carbone 38/52 .( Plateau 34/50 en plus) . Pédale look keo2 potence et ceintre FSA en Alu et selle fizik antares. Roues Mavic aksium cassette 11/28. Le vélo est en bon état général mais n est pas non plus état neuf quelques petites traces sur le cadre, frottement sur les manivelles du pédalier et rayures sur dérailleur arrière mais fonctionne très bien. Un renfort carbone de la patte de dérailleur avant a été effectué. Pneu très bon état. vendu avec chargeur batterie.Le vélo ne nécessite aucune révision particulière. Vélo a venir chercher sur place",850 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F895%2F50895%2F3950895%2F3950895-velo-course-bh-g6-pro-1739182096.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F895%2F50895%2F3950895%2F3950895-velo-course-bh-g6-pro-1739182098.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F895%2F50895%2F3950895%2F3950895-velo-course-bh-g6-pro-1739182100.jpg&w=1920&q=75']","{'Année': '2014', 'État': 'Bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'S/M', 'Diametre roues': 'Autre', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge, Gris', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Megamo Raise Carbone Di2 11V - MEGAMO - 08227,"INTRODUCTIONCe vélo d'occasion reconditionné est un vélo de route taille 48: moins de 154cm, avec un cadre en Carbone et
	transmission Shimano Ultegra Di2. Les images de ce vélo sont réelles et spécifiques, ce ne sont pas des photographies de
	catalogue.ÉTAT MÉCANIQUETous les vélos quittent nos installations après avoir été entièrement
	vérifiés, nous remplaçons toutes les pièces d'usure, chaque fois que le vélo en a besoin, par un composant de
	même gamme ou similaire. Nous effectuons un graissage complet du vélo et un réglage de celui-ci avant sa
	livraison afin que vous puissiez profiter de sa remise en service. Plus de fonctionnalités, dans le tableau
	suivant. Pédales non incluses.DÉTAILSTaille48: moins de 154cmCadreCarboneTaille de roue700TransmissionShimano Ultegra Di2Vitesses11 VitessesCassette11-30-TManettesShimano Ultegra Di2ManivellesShimano UltegraPlateaux52-36-TFreinsShimano UltegraRouesMavicMatériau de la potenceCarboneGuidonundefinedTigeCarboneFourcheundefinedBlocage remote de la fourcheundefinedDébattement de fourcheundefinedNOUS EXAMINONS CHAQUE VÉLO EN DÉTAILNous vérifions l'intégrité structurelle du cadre et des roues.Nous vérifions le fonctionnement des suspensions, de la transmission et des freins.Nous passons en revue tous les éléments d'usure, et nous changeons ceux nécessaires pour garantir un
		fonctionnement correct.Nous analysons le fonctionnement du moteur, de la batterie et de l'affichage, dans le cas des vélos
		électriques.Nous effectuons un graissage et serrage complet de toutes les vis du vélo.",3263 €,[],"{'Année': '2022', 'État': 'Comme neuf', 'Diametre roues': 'Autre', 'Poids': '7', 'Type de freinage': 'Disques', ""Type d'étrier de frein"": 'U-Brake'}"
ORBEA Orca M30i - ORBEA - 62500,"ORBEA Orca M30i-Transmission 105 Di2-Roue Àlloy, Tubeless, 700/28-Pneus Vittoria Zafiro V Rigid bead 700x28c-Taille : 53",2699 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F239%2F73239%2F3973239%2F3973239-orbea-orca-m30i-1741876641.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F239%2F73239%2F3973239%2F3973239-orbea-orca-m30i-1741876642.jpg&w=1920&q=75']","{'Année': '2024', 'État': 'Neuf', 'Groupe': 'Shimano 105', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
BMC ROADMACHINE RM01 T 56 - AUTRE - 73200,"BMC RM01 Four équipé en SRAM Force AXS 12v Etap.Il s'agit du cadre le plus haut de gamme , donné comme l'un des meilleurs vélos d'endurance et affiché à 7900€ en 2022. Parfait état , roulé moins de 7000Kms et sera révisé pour la venteroues totalement neuves, plaquettes, chaine et guidoline neuves.Prix 3900€ avec les roues d'origine DT SWISS totalement neuves .Plus de photos par message et à votre disposition pour échanger.",3900 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F223%2F50223%2F3950223%2F3950223-bmc-roadmachine-rm01-t-56-1739047861.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F223%2F50223%2F3950223%2F3950223-bmc-roadmachine-rm01-t-56-1739047862.jpg&w=1920&q=75']","{'Année': '2022', 'État': 'Très bon état', 'Groupe': 'SRAM Force AXS', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Violet', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
specialized  - SPECIALIZED - 85140,"SL7 en dura ace di2 11v avec ou sans capteur de puissancetaille 58 ( pour taille de 185 195 )mulet saison 2023 de Bodnarhauteur de selle 77 cmaxe de selle (sur la selle )à l axe du cintre au niveau de la potence 75 cmaxe potence idem à l axe roue AV 57 cmtres peu de km, pas roulé en 24 et 25",5800 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F267%2F90267%2F3990267%2F3990267-specialized-1744289742.jpg&w=1920&q=75'],"{'Année': '2023', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': '58 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
VAN RYSEL RCR Pro Ultegra Di2 Taille S  - VAN RYSEL - 10700,"Version Ultegra Di2 Taille S52-36 / 11-34Disque dura ace 160 mmRoue Swiss side Hadron Classic 500GP 5000 STRSelle origine FizikPedale Keo bladePorte bidon Élite ultra légerraEn option : (200€)Galets Cycling CeramicBoîtier Cycling CeramicJ’ai posé des sticker Alu brossé (lick stickers)Le vélo date de Avril 2024 , il totalise 3200kmÉtat irréprochable !",4800 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F483%2F63483%2F3963483%2F3963483-van-rysel-rcr-pro-ultegra-di2-taille-s-1740524172.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F483%2F63483%2F3963483%2F3963483-van-rysel-rcr-pro-ultegra-di2-taille-s-1740524181.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F483%2F63483%2F3963483%2F3963483-van-rysel-rcr-pro-ultegra-di2-taille-s-1740524178.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F483%2F63483%2F3963483%2F3963483-van-rysel-rcr-pro-ultegra-di2-taille-s-1740524174.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F483%2F63483%2F3963483%2F3963483-van-rysel-rcr-pro-ultegra-di2-taille-s-1740524177.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F483%2F63483%2F3963483%2F3963483-van-rysel-rcr-pro-ultegra-di2-taille-s-1740524180.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F483%2F63483%2F3963483%2F3963483-van-rysel-rcr-pro-ultegra-di2-taille-s-1740524175.jpeg&w=1920&q=75']","{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'S', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Velo piste S1NEO FP02 Edition Limitée - S1NEO - 49070,"VELO PISTE FP02 FOLLOW Edition Limitée - Rotor - Graal Sprint - Graal H90TR - taille S/53Débuter avec la performance!Ce modèle (initialement réservé sur le marché Japonais) est un vrai bolide. Doté des technologie carbone Toray TH800 et d'un poste de pilotage intégré, il est parfait pour commencer ou recommencer la Piste.Que vous soyez sprinter ou en mode endurance, vous battrez vos records!Descriptif Technique> Cadre Carbone TH800HM> Composants Miche et Rotor Vegast(Plateaux aux choix 48 - 50 -52 - 53 - 54 DTS)> Cintre Graal Sprint Carbone(Largeur aux choix 36ext - 38ext - 40ext)> Roues Graal H90TR> Selle San Marco Shortfit> Pneumatiques Continental Grand Prix ou Vittoria Zaffiro 25mm (selon arrivage)DELAI > 3 semaines après Validation de la commande.Tailles Disponible S/53 (etude posturale offerte pour déterminer la taille)Garantie 3 ans (kit cadre)Poids : 7,6kg hors pédales",3012 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F172%2F62172%2F3962172%2F3962172-velo-piste-s1neo-fp02-edition-limitee-1740389495.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F172%2F62172%2F3962172%2F3962172-velo-piste-s1neo-fp02-edition-limitee-1740389496.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F172%2F62172%2F3962172%2F3962172-velo-piste-s1neo-fp02-edition-limitee-1740389498.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F172%2F62172%2F3962172%2F3962172-velo-piste-s1neo-fp02-edition-limitee-1740389499.jpg&w=1920&q=75']","{'Année': '2025', 'État': 'Neuf', 'Taille du cadre': 'S', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Pratique': 'Piste'}"
HELIUM RAW Di2 2025 - AUTRE - 33340,"Depuis plusieurs mois et suite à l'arrêt des modèles H3SPEED et RHAM, nous souhaitions développer un vélo et un seul qui permettrait de compléter la gamme actuelle avec le PROTEAM et le H-64.La Volonté était avant tout de rester dans notre ADN et de proposer un vélo unique avec une seule option possible ( option roues carbones) regroupant toutes les technologies de notre marque et les attentes ""consommateurs"".Ainsi et dès à présent, vous pouvez compter sur le RAW qui au delà de sont prix hallucinant de 2699.00€ reprends toutes les caractéristiques techniques du marché:-Cadre Monocoque carbone T1000 Super Light ( 872g en taille S) avec passage de gaines internes et peinture Offgrey Souffre. Tige de selle carbone avec réglage micrométrique.Tailles disponibles: S-M-L-XL et XXLCadres fabriqués dans la même usine que notre H-64 ( container en arrivage de 50 cadres)-Cintre Intégral Carbone avec taille au choix. ( potence et cintre)-Groupe Shimano Electrique 105 Di2 Disc 12v avec choix de pédalier 34x50 ou 36x52-Roulements de boîtier Céramiques-Roues Fulcrum 400 Racing Dark avec pneus Continental UltraSport3 et chambres light TPU 30g-Selle HELIUM Aircode 142mm châssis titane Guidoline LizardSkinPoids: 7.35kg en Taille S seulementOPTION UNIQUE: 300€ pour échange avec roues carbones HELIUM 45mm ou 6omm.Vous disposerez donc de tous les atouts avec le RAW pour vous faire plaisir avec ou sans roues carbones, et avec toutes les technologies actuelles pour moins de 2700€.IMBATTABLE et INTROUVABLE CE JOUR SUR LE MARCHE ET DISPONIBILITE RAPIDE car tous les vélos sont pré-montés compte tenu du seul coloris sur cette gamme.Possibilite néanmoins de choisir la couleur des Stickers50 Vélos disponibles pour 2025",2999 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F6%2F80006%2F3980006%2F3980006-helium-raw-di2-2025-1742836442.jpg&w=1920&q=75'],"{'Année': '2025', 'État': 'Neuf', 'Groupe': 'Shimano 105', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Spécialized Dolce Elite femme XS - SPECIALIZED - 31270,Vélo specialized femme Dolce elite taille XSShimano Tiagra 50/39/309V2nd main mais jamais servis.,300 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F472%2F66472%2F3966472%2F3966472-specialized-dolce-elite-femme-xs-1740989741.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F472%2F66472%2F3966472%2F3966472-specialized-dolce-elite-femme-xs-1740989743.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F472%2F66472%2F3966472%2F3966472-specialized-dolce-elite-femme-xs-1740989736.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F472%2F66472%2F3966472%2F3966472-specialized-dolce-elite-femme-xs-1740989737.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F472%2F66472%2F3966472%2F3966472-specialized-dolce-elite-femme-xs-1740989740.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F472%2F66472%2F3966472%2F3966472-specialized-dolce-elite-femme-xs-1740989739.jpg&w=1920&q=75']","{'Année': '2010', 'État': 'Très bon état', 'Groupe': 'Shimano Tiagra', 'Taille du cadre': 'XS', 'Diametre roues': '700 / 28""', 'Matière principale': 'Aluminium', 'Couleurs principales': 'Noir, Blanc', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '9 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Wilier Triestina Zéro 9 Shimano Ultegra Taille 49 / Roues Mavic Aksium Elite - WILIER - 81370,-  XS / 47-49cm  -  160 - 165 cm  - Poids en gramme:  7180  - Transmission : Mécanique  - Type de frein:  Patins- Type de vélo: Vélo de route  -   Marquage obligatoire : pose   enregistrement offert   : Ce vélo est reconditionné à neuf avec 34 points de contrôle. Plus de détail sur notre site,1790 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F520%2F47520%2F3947520%2F67a1f22304c32&w=1920&q=75'],{'État': 'Très bon état'}
Origine RS 2 Evo  - ORIGINE CYCLES - 59283,"Origine RS2 Evo.  Velo vendu sans roues . .groupe dura ace 2x11 patin . Pedalier 172,5  50×34 +36 . K7 11/25 + 11/30Cintre Pro 42 axe axe ,Potence Pro 120 mm. Tige de selle Carbone 0 recul + une recul 20 mm.Selle Aliante Carbone .Porte bidon Elite Legerro Carbon .Roulements de pedalier ceramique.  Galets de derailleur alu avec roulements céramiques. Chaine neuve . Patins freins neufs. Guidoline neuve . Poids du velo sur la photo 6,6 kg. Velo utilisé uniquement pour la belle saison.Taille L . Longueur tube horizontal 555mm. Pour info je mesure 1,79 cm.Vente possible avec une paire de roues Fulcrum R Zero Competizione     2500 €",2200 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F872%2F56872%2F3956872%2F3956872-origine-rs-2-evo-1739824600.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F872%2F56872%2F3956872%2F3956872-origine-rs-2-evo-1739824601.jpg&w=1920&q=75']","{'Année': '2021', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Gris', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses'}"
SL8 Tarmac S-WHORKS  - SPECIALIZED - 30131,"SPECIALIZED Tarmac SL 8 S-Works  de 2024, taille 56.Monté en Sram force avec pédalier capteur de puissance Sram REDcintre combo spé. Roue Roval Rapid CLX  50.Une révision complète sera effectuée lors de la venteVélo en excellent état, vendu à regret pour cause santé.Facture dispo, acheté chez spé à Aix en ProvenceColoris SATIN CARBON / VIAVI CYNAN BLUEVisible sur Avignon et St Raphael.",8000 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F515%2F49515%2F3949515%2F3949515-sl8-tarmac-s-whorks-1739171695.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F515%2F49515%2F3949515%2F3949515-sl8-tarmac-s-whorks-1739171697.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F515%2F49515%2F3949515%2F3949515-sl8-tarmac-s-whorks-1739171698.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F515%2F49515%2F3949515%2F3949515-sl8-tarmac-s-whorks-1739171699.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F515%2F49515%2F3949515%2F3949515-sl8-tarmac-s-whorks-1739171701.jpg&w=1920&q=75']","{'Année': '2024', 'État': 'Très bon état', 'Groupe': 'SRAM Force', 'Taille du cadre': '56 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
WILIER GTR Team - WILIER - 85000,Willier GTR Team bon étatRoues Fulcrum Speed T40 BoyauShimano 105PatinsCâblerie neuvePlateau 50/34Taille M 54+ de photos si besoin,1200 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F577%2F34577%2F3934577%2F3934577-wilier-gtr-team-1737131308.JPEG&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F577%2F34577%2F3934577%2F3934577-wilier-gtr-team-1737131309.JPEG&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F577%2F34577%2F3934577%2F3934577-wilier-gtr-team-1737131310.JPEG&w=1920&q=75']","{'Année': '2020', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'M', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses'}"
Montage carte T54 cadre btwin - BTWIN - 14370,Cadre aluminium btwin t54 (quelques traces d'usure)Groupe sensah PHY 2x10 neufPédalier compact stronglightRoue Giant neuvesCâblerie neuvePatin de frein neufsN'hésitez pas à me contacter pour plus de renseignements,427.5 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F638%2F81638%2F3981638%2F3981638-montage-carte-t54-cadre-btwin-1743009661.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F638%2F81638%2F3981638%2F3981638-montage-carte-t54-cadre-btwin-1743009662.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F638%2F81638%2F3981638%2F3981638-montage-carte-t54-cadre-btwin-1743009664.jpg&w=1920&q=75']","{'État': 'Très bon état', 'Groupe': 'Shimano Tiagra', 'Taille du cadre': '54 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Aluminium', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': 'Autre'}"
cannondale supersix - CANNONDALE - 08000,"cannondale supersix, année 2017  état de fonctionnement impeccable. poids 7,1 kilo.Groupe shimano 10v. Roues mavic ksyrium elite, selle specialized, potence fsa. Pneus michelin neufs, plateaux 50/34, cassette 11/28 300km chaine 10v 300km boitier pédalier et roulements de direction neufs.Vente cause passage au gravel.Vendu sans pédales ni portes bidons.",900 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F95%2F48095%2F3948095%2F3948095-cannondale-supersix-1738761297.JPG&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F95%2F48095%2F3948095%2F3948095-cannondale-supersix-1738761298.JPG&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F95%2F48095%2F3948095%2F3948095-cannondale-supersix-1738761300.JPG&w=1920&q=75']","{'Année': '2017', 'État': 'Bon état', 'Groupe': 'Shimano Tiagra', 'Taille du cadre': 'XL', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Time VX Edge & roues carbone - TIME - 45100,"Bonjour,Je mets en vente mon Time VX Edge, taille 56 (convient pour une taille entre 1m75 et 1m90). C'est un vélo de seconde main que j'ai utilisé pendant une saison. Comme je m'investis de plus en plus dans le cyclisme, je souhaite maintenant passer à un autre modèle.Excellent état, toujours bien entretenu (son précédent propriétaire était mécanicien vélo). Aucun frais à prévoir. Poids : 7,5 kg – prêt à roulerÉquipements :-Roues carbone Kompact 50mm (valeur 800€) + chambres à air TPU Ridenow 36g-Groupe Shimano Ultegra mécanique 11v 6870 (52-36 & 11-25)-Patins de freins Swiss Stop Black Prince-Pédales Look Keo 2 Max-Porte-bidons en carbone-Accessoires fournis : une paire de cocottes neuves, une chambre à air TPU de secours et un support Garmin.Vélo polyvalent, performant aussi bien en montée qu’au sprint, parfait pour débuter et progresser en cyclisme.Négociable dans la limite du raisonnable.Visible à : Paris, Orléans, et prochainement Toulouse, n’hésitez pas à me contacter pour toute question ou photos supplémentaires !",1750 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F610%2F81610%2F3981610%2F3981610-time-vx-edge-roues-carbone-1743007768.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F610%2F81610%2F3981610%2F3981610-time-vx-edge-roues-carbone-1743007771.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F610%2F81610%2F3981610%2F3981610-time-vx-edge-roues-carbone-1743007767.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F610%2F81610%2F3981610%2F3981610-time-vx-edge-roues-carbone-1743007764.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F610%2F81610%2F3981610%2F3981610-time-vx-edge-roues-carbone-1743007765.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F610%2F81610%2F3981610%2F3981610-time-vx-edge-roues-carbone-1743007762.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F610%2F81610%2F3981610%2F3981610-time-vx-edge-roues-carbone-1743007770.jpeg&w=1920&q=75']","{'Année': '2006', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': '56 cm', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
